Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
92509,:VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92510,VOTO:VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92511,xunrui:VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92512,:Micromax A110Q,Micromax,Micromax,A110Q,,,手机,,,,
92513,Micromax:Micromax A110Q,Micromax,Micromax,A110Q,,,手机,,,,
92514,Samsung:Micromax A110Q,Micromax,Micromax,A110Q,,,手机,,,,
92515,Micromax:A110Q,Micromax,Micromax,A110Q,,,手机,,,,
92516,MICROMAX:A110Q,Micromax,Micromax,A110Q,,,手机,,,,
92517,xunrui:VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92518,VOTO:VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92519,Xunrui:VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92520,VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92521,VT888:VOTO VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92522,VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92523,Xunrui:VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92524,marvell:VT888,VOTO,维图,VT888,,,手机,5.0-4.6英寸,,,
92525,VOTO:VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92526,:VOTO VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92527,:VOTO VT898B,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92528,xunrui:VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92529,VOTO:VT898S,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92530,VOTO:VT898B,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92531,VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92532,VOTO:VOTO VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92533,VOTO VT898S,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92534,VOTO VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92535,VOTO VT898S:VOTO VT898S,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92536,VT898:VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92537,VOTO VT898B,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92538,VOTO VT898B:VOTO VT898B,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92539,Xunrui:VT898,VOTO,维图,VT898,,,手机,5.0-4.6英寸,,,
92540,vivo:X5Pro D,vivo,vivo,X5Pro,2000-3999,2298,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92541,Micromax A120,Micromax,Micromax,A120,,,手机,,,,
92542,Micromax:Micromax A120,Micromax,Micromax,A120,,,手机,,,,
92543,Micromax:A120,Micromax,Micromax,A120,,,手机,,,,
92544,vivo:X5pro D,vivo,vivo,X5Pro,2000-3999,2298,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92545,vivo:X5Pro L,vivo,vivo,X5Pro,1000-1999,1998,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92546,vivo:X5pro L,vivo,vivo,X5Pro,1000-1999,1998,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92547,Micromax A177,Micromax,Micromax,A177,,,手机,,,,
92548,Micromax:Micromax A177,Micromax,Micromax,A177,,,手机,,,,
92549,Micromax:A177,Micromax,Micromax,A177,,,手机,,,,
92550,TCL:vivo X5Pro D,vivo,vivo,X5Pro,2000-3999,2298,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92551,vivo:X5ProV,vivo,vivo,X5Pro,1000-1999,1998,手机,5.5-5.1英寸,音乐，美颜,8核芯片，陀螺仪，双卡双待,
92552,:vivo Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92553,BBK:vivo Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92554,:vivo Y15S,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92555,VIVO:Y15t,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92556,VIVO:Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92557,vivo Y15T,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92558,:BBK vivo Y15T,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92559,vivo:Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92560,vivo Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92561,Bbk:vivo Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92562,bbk82_wet_jb5:vivo Y15T,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92563,BBK:vivo Y15W,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92564,HUAWEI:vivo Y15T,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92565,vivo:vivo Y15,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92566,BBK:VIVOY15T,vivo,vivo,Y15,1000-1999,1498,手机,4.5-3.1英寸,音乐，美颜,,
92567,:vivo V1Max,vivo,vivo,V1Max,,,手机,,音乐,,
92568,vivo x6s:,vivo,vivo,X6s,2000-3999,2598,手机,5.5-5.1英寸,音乐,指纹识别,
92569,vivox6s:,vivo,vivo,X6s,2000-3999,2598,手机,5.5-5.1英寸,音乐,指纹识别,
92570,vivo X6s:,vivo,vivo,X6s,2000-3999,2598,手机,5.5-5.1英寸,音乐,指纹识别,
92571,:vivo X6S,vivo,vivo,X6s,2000-3999,2598,手机,5.5-5.1英寸,音乐,指纹识别,
92572,:vivo X6S A,vivo,vivo,X6s,2000-3999,2598,手机,5.5-5.1英寸,音乐,指纹识别,
92573,:vivo X6SPlus A,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
92574,:vivo PD1522A,vivo,vivo,Xplay5,2000-3999,3698,手机,6.0-5.6英寸,音乐,8核芯片，双卡双待,
92575,:vivo PD1515BA,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
92576,:TECNO P5,Tecno,德卡诺,P5,,,手机,,,,
92577,TECNO:TECNO P5,Tecno,德卡诺,P5,,,手机,,,,
92578,alps:TECNO P5,Tecno,德卡诺,P5,,,手机,,,,
92579,:Tecno P5,Tecno,德卡诺,P5,,,手机,,,,
92580,:TECNO M3,Tecno,德卡诺,M3,,,手机,,,,
92581,TECNO:TECNO M3,Tecno,德卡诺,M3,,,手机,,,,
92582,SageReal:TECNO M3S,Tecno,德卡诺,M3,,,手机,,,,
92583,:TECNO M3M,Tecno,德卡诺,M3,,,手机,,,,
92584,TECNO M3,Tecno,德卡诺,M3,,,手机,,,,
92585,alps:TECNO M3,Tecno,德卡诺,M3,,,手机,,,,
92586,JYT:TECNO M3,Tecno,德卡诺,M3,,,手机,,,,
92587,:TECNO-Y3,Tecno,德卡诺,Y3,,,手机,,,,
92588,:TECNO-Y3+,Tecno,德卡诺,Y3,,,手机,,,,
92589,TECNO:TECNO-Y3,Tecno,德卡诺,Y3,,,手机,,,,
92590,TECNO-Y3,Tecno,德卡诺,Y3,,,手机,,,,
92591,:TECNO-Y4,Tecno,德卡诺,Y4,,,手机,,,,
92592,TECNO:TECNO-Y4,Tecno,德卡诺,Y4,,,手机,,,,
92593,TECNO-Y4,Tecno,德卡诺,Y4,,,手机,,,,
92594,:TECNO-J7,Tecno,德卡诺,J7,,,手机,,,,
92595,TECNO:TECNO-J7,Tecno,德卡诺,J7,,,手机,,,,
92596,TECNO-J7,Tecno,德卡诺,J7,,,手机,,,,
92597,SageReal:TECNO H5,Tecno,德卡诺,H5,,,手机,,,,
92598,TECNO H5,Tecno,德卡诺,H5,,,手机,,,,
92599,:TECNO H5,Tecno,德卡诺,H5,,,手机,,,,
92600,:Tecno H5,Tecno,德卡诺,H5,,,手机,,,,
92601,JYT:Tecno H5,Tecno,德卡诺,H5,,,手机,,,,
92602,TCL:P318L,TCL,TCL,P318L,1-499,369,手机,5.0-4.6英寸,,双卡双待,
92603,P318L,TCL,TCL,P318L,1-499,369,手机,5.0-4.6英寸,,双卡双待,
92604,:TCL P318L,TCL,TCL,P318L,1-499,369,手机,5.0-4.6英寸,,双卡双待,
92605,TCT:ALCATEL ONE TOUCH 5037E,Alcatel,阿尔卡特,5037E,,,手机,4.5-3.1英寸,,,
92606,ALCATEL ONE TOUCH 5037E,Alcatel,阿尔卡特,5037E,,,手机,4.5-3.1英寸,,,
92607,Symphony:P6,Symphony,爱迪生,P6,,,手机,,,,
92608,Symphony:P6 PRO,Symphony,爱迪生,P6 PRO,,,手机,,,,
92609,:Symphony W68,Symphony,爱迪生,W68,,,手机,,,,
92610,:Micromax A350,Micromax,Micromax,A350,,,手机,,,,
92611,Micromax:Micromax A350,Micromax,Micromax,A350,,,手机,,,,
92612,Micromax:A350,Micromax,Micromax,A350,,,手机,,,,
92613,:Symphony W68Q,Symphony,爱迪生,W68,,,手机,,,,
92614,Symphony:Symphony W68,Symphony,爱迪生,W68,,,手机,,,,
92615,Symphony W68,Symphony,爱迪生,W68,,,手机,,,,
92616,Symphony:Symphony W68Q,Symphony,爱迪生,W68,,,手机,,,,
92617,Symphony W68Q,Symphony,爱迪生,W68,,,手机,,,,
92618,:SymphonY W68,Symphony,爱迪生,W68,,,手机,,,,
92619,:symphony w68q,Symphony,爱迪生,W68,,,手机,,,,
92620,Cherry:Symphony W68,Symphony,爱迪生,W68,,,手机,,,,
92621,Rian:symphony w68q,Symphony,爱迪生,W68,,,手机,,,,
92622,MOGU:SYMPHONY W68,Symphony,爱迪生,W68,,,手机,,,,
92623,EVERCOSS:Symphony W68,Symphony,爱迪生,W68,,,手机,,,,
92624,:Symphony Xplorer W69Q,Symphony,爱迪生,Xplorer W69Q,,,手机,,,,
92625,Symphony Xplorer W69Q,Symphony,爱迪生,Xplorer W69Q,,,手机,,,,
92626,symphony:Symphony Xplorer W69Q,Symphony,爱迪生,Xplorer W69Q,,,手机,,,,
92627,Symphony:Xplorer W69Q,Symphony,爱迪生,Xplorer W69Q,,,手机,,,,
92628,Sony:E2306,Sony,索尼,Xperia M4 Aqua,,,手机,,,,1280x720
92629,Sony:D2403,SONY,索尼,D2403,,,手机,4.5-3.1英寸,,,
92630,D2403,SONY,索尼,D2403,,,手机,4.5-3.1英寸,,,
92631,Sony:C2004,SONY,索尼,C2004,,,手机,4.5-3.1英寸,,双卡双待,
92632,Sony-:Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92633,:Sony-Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92634,Sony:Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92635,Sony:Arie ROM Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92636,Sony:Xperia Z3C,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92637,Sony:Xperia Z3 Compact,Sony,索尼,Xperia Z3 Compact,2000-3999,2999,手机,5.5-5.1英寸,,,1280x720
92638,SONY:Xperia™ Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92639,Sony-:Z3+,Sony,索尼,Xperia Z3+ Dual,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92640,CMX:Sony-Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92641,Sony:Xperia Z3 Dual,Sony,索尼,Xperia Z3+ Dual,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92642,Sony:Xperia_Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92643,Sony:Xperia Z3 Tablet Compact LTE,Sony,索尼,Xperia Z3 Tablet Compact,2000-3999,2999,平板,6.0英寸以上,,,
92644,Sony:z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92645,:Sony XperiaZ3+,Sony,索尼,Xperia Z3+ Dual,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92646,Sony:Z3-mini,Sony,索尼,Xperia Z3 Compact,2000-3999,2999,手机,5.5-5.1英寸,,,1280x720
92647,LTE716:SONY Xperia Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92648,Sony:Xperia Z3+,Sony,索尼,Xperia Z3+ Dual,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92649,Sony:Xperia Z3+ Dual(E6533),Sony,索尼,Xperia Z3+ Dual,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92650,Sony Xperia Z3:,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92651,Sony:Xperia Z3 Tablet Compact Wifi,Sony,索尼,Xperia Z3 Tablet Compact,2000-3999,2999,平板,6.0英寸以上,,,
92652,:Sony XperiaZ3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92653,Sony Z3:,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92654,sony z3:,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92655,SONY:Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92656,Sony:Xperia™ Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92657,:SONY Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92658,Sony z3:,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92659,sony:z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92660,P900:Sony-Z3,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92661,Sony:Z3 OPLOSAN #Yusuf_H_C,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92662,Sony:Z3 Lollipop Edition,Sony,索尼,Xperia Z3,2000-3999,2999,手机,5.5-5.1英寸,,,1920x1080
92663,Sony:E2303,Sony,索尼,Xperia M4 Aqua,,,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
92664,E2303,Sony,索尼,Xperia M4 Aqua,,,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
92665,Sony:E2115,Sony,索尼,Xperia E4,4000及以上,,手机,5.0-4.6英寸,,双卡双待,960x540
92666,E2115,Sony,索尼,Xperia E4,4000及以上,,手机,5.0-4.6英寸,,双卡双待,960x540
92667,Sony:D2306,Sony,索尼,D2306,,,手机,5.0-4.6英寸,,,
92668,Sony:C1904,Sony,索尼,Xperia C 1904,,,手机,,,,
92669,C1904,Sony,索尼,Xperia C 1904,,,手机,,,,
92670,Sony:E2363,Sony,索尼,Xperia M4 Aqua,,,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
92671,E2363,Sony,索尼,Xperia M4 Aqua,,,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
92672,Sony:D5103,Sony,索尼,D5103,,,手机,5.0-4.6英寸,,,
92673,D5103,Sony,索尼,D5103,,,手机,5.0-4.6英寸,,,
92674,Sony:E2124,Sony,索尼,E2124,,,手机,,,,
92675,E2124,Sony,索尼,E2124,,,手机,,,,
92676,Sony:C2005,Sony,索尼,C2005,,,手机,4.5-3.1英寸,,双卡双待,
92677,Sony:C1504,Sony,索尼,C1504,,,手机,4.5-3.1英寸,,,
92678,C1504,Sony,索尼,C1504,,,手机,4.5-3.1英寸,,,
92679,Sony:D2114,Sony,索尼,Xperia E1,,,手机,,,双卡双待,800x480
92680,Sony:E2105,Sony,索尼,Xperia E4,,,手机,5.0-4.6英寸,,,960x540
92681,E2105,Sony,索尼,Xperia E4,,,手机,5.0-4.6英寸,,,960x540
92682,Sony:E5563,Sony,索尼,xperia c5 ultra,2000-3999,2688,手机,6.0-5.6英寸,美颜，摄影,8核芯片,1920x1080
92683,:E5563,Sony,索尼,xperia c5 ultra,2000-3999,2688,手机,6.0-5.6英寸,美颜，摄影,8核芯片,1920x1080
92684,E5563,Sony,索尼,xperia c5 ultra,2000-3999,2688,手机,6.0-5.6英寸,美颜，摄影,8核芯片,1920x1080
92685,Sony-:Z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92686,Sony:Xperia Z4 Xtreme,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92687,Sony:Z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92688,Sony:Xperia Z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92689,Sony:Xperia z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92690,SONY:XPERIA BEAST Z4/JDQ39/1384844200,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92691,Sony:XPERIA Z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92692,Sony:Xperia_Z4,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92693,Sony:Xperia Z4 by XinhXinh,Sony,索尼,Xperia Z3+ Dual,2000-3999,3999,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
92694,Sony:LT30p,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92695,LT30p,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92696,:Sony LT30p,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92697,Sony:LT30P,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92698,:SONY LT30p,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92699,sony:lt30p,Sony,索尼,Xperia T,2000-3999,2000,手机,5.0-4.6英寸,,,
92700,:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92701,bird:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92702,SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92703,SKYHON:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92704,skyhon:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92705,SKYHON-CYM1:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92706,alps:SKYHON-CYM1,Skyson,天宏时代,CYM1,,,手机,5.5-5.1英寸,,,
92707,Micormax:Micromax A92,Micromax,Micromax,A92,,,手机,,,,
92708,samsung:SM-G318HZ,Samsung,三星,SM-G318HZ,500-999,,手机,4.5-3.1英寸,老人机,,
92709,SM-G318HZ,Samsung,三星,SM-G318HZ,500-999,,手机,4.5-3.1英寸,老人机,,
92710,samsung:SM-G7202,Samsung,三星,Galaxy Grand Max,,,手机,,,,1280x720
92711,samsung:GT-S7392L,Samsung,三星,Galaxy Trend Lite,,,手机,,,,
92712,GT-S7392L,Samsung,三星,Galaxy Trend Lite,,,手机,,,,
92713,samsung:SM-G313H,Samsung,三星,Galaxy S DUOS 3,500-999,810,手机,4.5-3.1英寸,,双卡双待,
92714,samsung:SM-G313HN,Samsung,三星,Galaxy S DUOS 3,500-999,810,手机,4.5-3.1英寸,,双卡双待,
92715,samsung:SM-G313HY,Samsung,三星,Galaxy S DUOS 3,500-999,810,手机,4.5-3.1英寸,,双卡双待,
92716,samsung:SM-N750,Samsung,三星,Galaxy Note 3 Lite,,,手机,5.5-5.1英寸,,NFC芯片,1280x720
92717,samsung:SM-N750S,Samsung,三星,Galaxy Note 3 Lite,,,手机,5.5-5.1英寸,,NFC芯片,1280x720
92718,samsung:SM-N750L,Samsung,三星,Galaxy Note 3 Lite,,,手机,5.5-5.1英寸,,NFC芯片,1280x720
92719,samsung:SM-N750K,Samsung,三星,Galaxy Note 3 Lite,,,手机,5.5-5.1英寸,,NFC芯片,1280x720
92720,samsung:SM-N750L/S/K,Samsung,三星,Galaxy Note 3 Lite,,,手机,5.5-5.1英寸,,NFC芯片,1280x720
92721,samsung:SM-J200GU,Samsung,三星,Galaxy J2,,,手机,3英寸及以下,,,
92722,samsung:GT-S5303B,Samsung,三星,Galaxy Y Plus,500-999,914,手机,3英寸及以下,,双卡双待,
92723,GT-S5303B,Samsung,三星,Galaxy Y Plus,500-999,914,手机,3英寸及以下,,双卡双待,
92724,samsung:SM-G360F,Samsung,三星,Galaxy Core Prime,,,手机,4.5-3.1英寸,,双卡双待,800x480
92725,samsung:SM-G360FY,Samsung,三星,Galaxy Core Prime,,,手机,4.5-3.1英寸,,双卡双待,800x480
92726,SM-G360F,Samsung,三星,Galaxy Core Prime,,,手机,4.5-3.1英寸,,双卡双待,800x480
92727,:SAMSUNG-SM-G530AZ,Samsung,三星,Galaxy Grand Prime,,,手机,5.0-4.6英寸,,,960x540
92728,samsung:GT-S6313T,Samsung,三星,Galaxy Young DUOS,,,手机,4.5-3.1英寸,,,
92729,GT-S6313T,Samsung,三星,Galaxy Young DUOS,,,手机,4.5-3.1英寸,,,
92730,samsung:SHV-E250K,Samsung,三星,Galaxy Note 2,,,手机,,,,
92731,SHV-E250K,Samsung,三星,Galaxy Note 2,,,手机,,,,
92732,:SAMSUNG SHV-E250K,Samsung,三星,Galaxy Note 2,,,手机,,,,
92733,samsung:GT-S5310B,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92734,samsung:GT-S5310L,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92735,samsung:GT-S5310I,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92736,samsung:GT-S5310C,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92737,samsung:GT-S5310M,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92738,samsung:GT-S5310E,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92739,A106 By Vj:Micromax A106,Micromax,Micromax,A106,,,手机,,,,
92740,samsung:GT-S5310N,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92741,samsung:GT-S5310G,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92742,samsung:GT-S5310T,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92743,GT-S5310,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92744,GT-S5310L,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92745,GT-S5310B,Samsung,三星,Galaxy Pocket Neo,,,手机,3英寸及以下,,,
92746,samsung:GT-S5312B,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92747,samsung:GT-S5312C,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92748,samsung:GT-S5312L,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92749,samsung:GT-S5312M,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92750,GT-S5312,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92751,GT-S5312B,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92752,GT-S5312C,Samsung,三星,Galaxy Pocket Neo,,,手机,4.5-3.1英寸,,,
92753,samsung:SM-G386T1,Samsung,三星,Galaxy Avant,,,手机,4.5-3.1英寸,,,
92754,samsung:SM-E700F,Samsung,三星,Galaxy E7,,,手机,5.5-5.1英寸,,双卡双待,1280x720
92755,SM-E700F,Samsung,三星,Galaxy E7,,,手机,5.5-5.1英寸,,双卡双待,1280x720
92756,samsung:SM-G313M,Samsung,三星,Galaxy Ace 4 Lite Duos,,,手机,,,NFC芯片,
92757,samsung:SM-G313MY,Samsung,三星,Galaxy Ace 4 Lite Duos,,,手机,,,NFC芯片,
92758,samsung:Galaxy Ace 4 Lite SM-G313ML,Samsung,三星,Galaxy Ace 4 Lite Duos,,,手机,,,NFC芯片,
92759,samsung:GT-S6812B,Samsung,三星,Galaxy Fame,1-499,400,手机,4.5-3.1英寸,,,
92760,samsung:GT-S6812,Samsung,三星,Galaxy Fame,,,手机,4.5-3.1英寸,,双卡双待,
92761,GT-S6812,Samsung,三星,Galaxy Fame,,,手机,4.5-3.1英寸,,双卡双待,
92762,Matheus Doreto DroidDicas:GT-S6812b,Samsung,三星,Galaxy Fame,,,手机,4.5-3.1英寸,,双卡双待,
92763,GT-S6812B,Samsung,三星,Galaxy Fame,,,手机,4.5-3.1英寸,,双卡双待,
92764,Italo Dal Paz:GT-S6812b,Samsung,三星,Galaxy Fame,,,手机,4.5-3.1英寸,,双卡双待,
92765,samsung:SM-N7502,Samsung,三星,Galaxy Note 3 Lite,,,手机,,,,1280x720
92766,samsung:SM-G903F,Samsung,三星,Galaxy S5 Neo,2000-3999,3990,手机,5.5-5.1英寸,,8核芯片,1920x1080
92767,SM-G903F,Samsung,三星,Galaxy S5 Neo,2000-3999,3990,手机,5.5-5.1英寸,,8核芯片,1920x1080
92768,samsung:SM-E700M,Samsung,三星,Galaxy E7,,,手机,5.5-5.1英寸,,双卡双待,1280x720
92769,samsung:SM-G600FY,Samsung,三星,Galaxy On7,,,手机,,,,1280x720
92770,samsung:SM-G313ML,Samsung,三星,Galaxy Ace 4 Lite Duos,,,手机,,,NFC芯片,
92771,samsung:GT-I9295,Samsung,三星,Galaxy S4 Active,2000-3999,3200,手机,5.0-4.6英寸,,NFC芯片,1920x1080
92772,GT-I9295,Samsung,三星,Galaxy S4 Active,2000-3999,3200,手机,5.0-4.6英寸,,NFC芯片,1920x1080
92773,samsung:GT-i9295,Samsung,三星,Galaxy S4 Active,2000-3999,3200,手机,5.0-4.6英寸,,NFC芯片,1920x1080
92774,samsung:SM-G901F,Samsung,三星,Galaxy S5,2000-3999,2000,手机,5.5-5.1英寸,摄影,双卡双待,1920x1080
92775,SM-G901F,Samsung,三星,Galaxy S5,2000-3999,2000,手机,5.5-5.1英寸,摄影,双卡双待,1920x1080
